i#3h1c3s,s#14,solnum#1,equal#3h5s
i#2h4c1t,s#12,solnum#1,equal#4h
i#3h3c1d,s#14,solnum#1
i#4h1s1t1d,s#10,solnum#1
i#6s1m,s#12,solnum#1
i#2h1c3s1m,s#17,solnum#1
i#2h1c2s1d1m,s#15,solnum#1
i#1h3c2d1m,s#13,solnum#1
i#2h2c1s1t1m,s#15,solnum#1
i#2h1c3t1m,s#11,solnum#1
i#2h2c1t1d1m,s#13,solnum#1
i#2h2s1t2m,s#16,solnum#1
i#1s2d4m,s#11,solnum#1
i#1h2c1t3m,s#17,solnum#1
i#1h1s2t3m,s#15,solnum#1
i#2d2h2s1m,solnum#2
i#2h1m1t2s1d,solnum#2
i#7m,solnum#4
i#6m1t,solnum#0
